SpatialDim,ParentLocationCode,TimeDim,PercentHouseholdExp,TimeDimensionValue,Helper,2010 index Value Alc,2010 index Value All,2010 Price, 2010 *6M ,2010 UOM, 2010 USD conversion , Total USD All(/6M) ,Price per that year,Total Household Exp,Total Alc Market,Total Market Growth
ARM,EUR,2013,1.4,2013,ARM2013,#N/A,#N/A,#N/A,#N/A,#N/A,0.76,#N/A,#N/A,#N/A,#N/A,#N/A
UKR,EUR,2013,1.5,2013,UKR2013,#N/A,#N/A,#N/A,#N/A,#N/A,0.76,#N/A,#N/A,#N/A,#N/A,#N/A
PHL,WPR,2015,0.5,2015,PHL2015,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
AUS,WPR,2015,2.3,2015,AUS2015,111.64,110.57,775116,"4,650,696,000,000.00",AUD,1.090159,, $-   , $-   , $-   ,109.479841
AZE,EUR,2013,0.5,2013,AZE2013,#N/A,#N/A,#N/A,#N/A,#N/A,0.76,#N/A,#N/A,#N/A,#N/A,#N/A
BLR,EUR,2013,2.6,2013,BLR2013,#N/A,#N/A,#N/A,#N/A,#N/A,0.76,#N/A,#N/A,#N/A,#N/A,#N/A
ROU,EUR,2013,4,2013,ROU2013,#N/A,#N/A,#N/A,#N/A,#N/A,0.76,#N/A,#N/A,#N/A,#N/A,#N/A
MKD,EUR,2013,1.3,2013,MKD2013,#N/A,#N/A,#N/A,#N/A,#N/A,0.76,#N/A,#N/A,#N/A,#N/A,#N/A
CAN,AMR,2015,1.2,2015,CAN2015,105.91,107.91,926815,"5,560,890,000,000.00",CAD,1.030163,, $-   , $-   , $-   ,106.879837
HRV,EUR,2014,1.3,2014,HRV2014,#N/A,#N/A,#N/A,#N/A,#N/A,0.76,#N/A,#N/A,#N/A,#N/A,#N/A
NZL,WPR,2015,1.7,2015,NZL2015,#N/A,105.5,115501,"693,006,000,000.00",NZD,1.387834,, $-   , $-   , $-   ,104.112166
ALB,EUR,2014,1.6,2014,ALB2014,#N/A,#N/A,#N/A,#N/A,#N/A,0.76,#N/A,#N/A,#N/A,#N/A,#N/A
UKR,EUR,2014,1.5,2014,UKR2014,#N/A,#N/A,#N/A,#N/A,#N/A,0.76,#N/A,#N/A,#N/A,#N/A,#N/A
RUS,EUR,2014,1.7,2014,RUS2014,#N/A,#N/A,#N/A,#N/A,#N/A,0.76,#N/A,#N/A,#N/A,#N/A,#N/A
BLR,EUR,2014,2.5,2014,BLR2014,#N/A,#N/A,#N/A,#N/A,#N/A,0.76,#N/A,#N/A,#N/A,#N/A,#N/A
MKD,EUR,2014,1,2014,MKD2014,#N/A,#N/A,#N/A,#N/A,#N/A,0.76,#N/A,#N/A,#N/A,#N/A,#N/A
ARM,EUR,2014,1.3,2014,ARM2014,#N/A,#N/A,#N/A,#N/A,#N/A,0.76,#N/A,#N/A,#N/A,#N/A,#N/A
TJK,EUR,2014,0.1,2014,TJK2014,#N/A,#N/A,#N/A,#N/A,#N/A,0.76,#N/A,#N/A,#N/A,#N/A,#N/A
AZE,EUR,2014,0.5,2014,AZE2014,#N/A,#N/A,#N/A,#N/A,#N/A,0.76,#N/A,#N/A,#N/A,#N/A,#N/A
ZAF,AFR,2015,0.5,2015,ZAF2015,#N/A,130.56,1621835.538,"9,731,013,228,000.00",ZAR,#N/A,, $-   , $-   , $-   ,#N/A
ALB,EUR,2015,1.3,2015,ALB2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.76,#N/A,#N/A,#N/A,#N/A,#N/A
MKD,EUR,2015,1.2,2015,MKD2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.76,#N/A,#N/A,#N/A,#N/A,#N/A
CAN,AMR,2016,1.2,2016,CAN2016,107.55,108.91,926815,"5,560,890,000,000.00",CAD,1.030163,, $-   , $-   , $-   ,107.879837
UKR,EUR,2015,1.3,2015,UKR2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.76,#N/A,#N/A,#N/A,#N/A,#N/A
AZE,EUR,2015,0.5,2015,AZE2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.76,#N/A,#N/A,#N/A,#N/A,#N/A
RUS,EUR,2015,1.8,2015,RUS2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.76,#N/A,#N/A,#N/A,#N/A,#N/A
ARM,EUR,2015,1.4,2015,ARM2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.76,#N/A,#N/A,#N/A,#N/A,#N/A
RUS,EUR,2016,1.7,2016,RUS2016,#N/A,#N/A,#N/A,#N/A,#N/A,0.76,#N/A,#N/A,#N/A,#N/A,#N/A
ARM,EUR,2016,1.2,2016,ARM2016,#N/A,#N/A,#N/A,#N/A,#N/A,0.76,#N/A,#N/A,#N/A,#N/A,#N/A
MKD,EUR,2016,1.1,2016,MKD2016,#N/A,#N/A,#N/A,#N/A,#N/A,0.76,#N/A,#N/A,#N/A,#N/A,#N/A
ALB,EUR,2016,1.3,2016,ALB2016,#N/A,#N/A,#N/A,#N/A,#N/A,0.76,#N/A,#N/A,#N/A,#N/A,#N/A
AZE,EUR,2016,0.6,2016,AZE2016,#N/A,#N/A,#N/A,#N/A,#N/A,0.76,#N/A,#N/A,#N/A,#N/A,#N/A
UZB,EUR,2016,0.5,2016,UZB2016,#N/A,#N/A,#N/A,#N/A,#N/A,0.76,#N/A,#N/A,#N/A,#N/A,#N/A
AZE,EUR,2017,0.5,2017,AZE2017,#N/A,#N/A,#N/A,#N/A,#N/A,0.76,#N/A,#N/A,#N/A,#N/A,#N/A
BTN,SEAR,2017,3.2,2017,BTN2017,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
