SpatialDim,ParentLocationCode,TimeDim,TimeDimensionValue,SPIRITS_PERCENT,BEER_PERCENT,WINE_PERCENT,OTHER_ALCOHOL_PERCENT,SPIRITS_PER_CAPITA,BEER_PER_CAPITA,WINE_PER_CAPITA,OTHER_ALCOHOL_PER_CAPITA,ALL_ALCOHOLS_PER_CAPITA,PercentHouseholdExp,SPIRITS_PRICE,BEER_PRICE,WINE_PRICE,FEMALE_L_PER_CAPITA,MALE_L_PER_CAPITA,BOTH_SEX_L_PER_CAPITA,Most_Popular_Type_of_Spirit
KIR,WPR,1991,1991,0,0,0,0,0.1,0.5,0.02,0,0.63,0,0,0,0,0,0,0,Whisky
KIR,WPR,1992,1992,0,0,0,0,0.07,0.5,0.01,0,0.58,0,0,0,0,0,0,0,Whisky
KIR,WPR,1993,1993,0,0,0,0,0.07,0.5,0.01,0,0.58,0,0,0,0,0,0,0,Whisky
KIR,WPR,1994,1994,0,0,0,0,0.05,0.48,0.01,0,0.54,0,0,0,0,0,0,0,Whisky
KIR,WPR,1995,1995,0,0,0,0,0.07,0.63,0.01,0,0.71,0,0,0,0,0,0,0,Whisky
KIR,WPR,1996,1996,0,0,0,0,0.05,0.63,0.01,0,0.69,0,0,0,0,0,0,0,Whisky
KIR,WPR,1997,1997,0,0,0,0,0.08,0.53,0.01,0,0.62,0,0,0,0,0,0,0,Whisky
KIR,WPR,1998,1998,0,0,0,0,0.15,0.59,0.02,0,0.77,0,0,0,0,0,0,0,Whisky
KIR,WPR,1999,1999,0,0,0,0,0.15,0.56,0.02,0,0.73,0,0,0,0,0,0,0,Whisky
KIR,WPR,2000,2000,0,0,0,0,0.1,0.78,0.04,0,0.92,0,0,0,0,0,0,0,Whisky
KIR,WPR,2001,2001,0,0,0,0,0.34,0.84,0.02,0,1.2,0,0,0,0,0,0,0,Whisky
KIR,WPR,2002,2002,0,0,0,0,0.08,0.9,0,0,0.98,0,0,0,0,0,0,0,Whisky
KIR,WPR,2003,2003,0,0,0,0,0.04,0.8,0,0,1,0,0,0,0,0,0,0,Whisky
KIR,WPR,2004,2004,0,0,0,0,0.06,0.86,0,0,0.96,0,0,0,0,0,0,0,Whisky
KIR,WPR,2005,2005,0,0,0,0,0.04,1.12,0.02,0,1.2,0,0,0,0,0,0,0,Whisky
KIR,WPR,2006,2006,0,0,0,0,0.06,1.28,0.2,0,1.55,0,0,0,0,0,0,0,Whisky
KIR,WPR,2007,2007,0,0,0,0,0.06,1,0.32,0,1.38,0,0,0,0,0,0,0,Whisky
KIR,WPR,2008,2008,0,0,0,0,0.04,0.86,0.04,0,0.94,0,0,0,0,0,0,0,Whisky
KIR,WPR,2009,2009,0,0,0,0,0.1,0.96,0.04,0,1.1,0,0,0,0,0,0,0,Whisky
KIR,WPR,2010,2010,0,0,0,0,0,0.9,0.07,0,0.97,0,0,0,0,0,0,0,Whisky
KIR,WPR,2011,2011,0,0,0,0,0.16,0.87,0.06,0,1.08,0,0,0,0,0,0,0,Whisky
KIR,WPR,2012,2012,0,0,0,0,0,0.37,0,0,0.37,0,73.72,3.89,10.08,0,0,0,Whisky
KIR,WPR,2013,2013,0,0,0,0,0,0.36,0,0,0.36,0,0,0,0,0,0,0,Whisky
KIR,WPR,2014,2014,0,0,0,0,0,0.36,0,0,0.36,0,0,0,0,0,0,0,Whisky
KIR,WPR,2015,2015,0,0,0,0,0,0.36,0,0,0.36,0,0,0,0,0,0,0,Whisky
KNA,AMR,1961,1961,0,0,0,0,2.85,0.36,0.17,0,3.38,0,0,0,0,0,0,0,0
KNA,AMR,1962,1962,0,0,0,0,2.96,0.38,0.17,0,3.51,0,0,0,0,0,0,0,0
KNA,AMR,1963,1963,0,0,0,0,3.07,0.48,0.21,0,3.76,0,0,0,0,0,0,0,0
KNA,AMR,1964,1964,0,0,0,0,3.18,0.63,0.34,0,4.15,0,0,0,0,0,0,0,0
KNA,AMR,1965,1965,0,0,0,0,3.3,0.55,0.18,0,4.02,0,0,0,0,0,0,0,0
KNA,AMR,1966,1966,0,0,0,0,3.42,0.53,0.14,0,4.09,0,0,0,0,0,0,0,0
KNA,AMR,1967,1967,0,0,0,0,3.56,0.61,0.15,0,4.32,0,0,0,0,0,0,0,0
KNA,AMR,1968,1968,0,0,0,0,2.94,0.67,0.16,0,3.76,0,0,0,0,0,0,0,0
KNA,AMR,1969,1969,0,0,0,0,2.98,0.8,0.17,0,3.95,0,0,0,0,0,0,0,0
KNA,AMR,1970,1970,0,0,0,0,3.58,0.95,0.15,0,4.67,0,0,0,0,0,0,0,0
KNA,AMR,1971,1971,0,0,0,0,3.22,0.97,0.25,0,4.44,0,0,0,0,0,0,0,0
KNA,AMR,1972,1972,0,0,0,0,3.02,1.06,0.18,0,4.27,0,0,0,0,0,0,0,0
KNA,AMR,1973,1973,0,0,0,0,2.84,1.19,0.21,0,4.24,0,0,0,0,0,0,0,0
KNA,AMR,1974,1974,0,0,0,0,2.05,0.8,0.14,0,2.98,0,0,0,0,0,0,0,0
KNA,AMR,1975,1975,0,0,0,0,2.16,1.08,0.16,0,3.4,0,0,0,0,0,0,0,0
KNA,AMR,1976,1976,0,0,0,0,2.05,0.91,0.16,0,3.12,0,0,0,0,0,0,0,0
KNA,AMR,1977,1977,0,0,0,0,2.02,1.11,0.1,0,3.23,0,0,0,0,0,0,0,0
KNA,AMR,1978,1978,0,0,0,0,2.2,1.11,0.09,0,3.41,0,0,0,0,0,0,0,0
KNA,AMR,1979,1979,0,0,0,0,2.1,1.42,0.09,0,3.6,0,0,0,0,0,0,0,0
KNA,AMR,1980,1980,0,0,0,0,2.52,1.81,0.11,0,4.44,0,0,0,0,0,0,0,0
KNA,AMR,1981,1981,0,0,0,0,2.35,1.8,0.29,0,4.44,0,0,0,0,0,0,0,0
KNA,AMR,1982,1982,0,0,0,0,3.36,0.99,0.31,0,4.66,0,0,0,0,0,0,0,0
KNA,AMR,1983,1983,0,0,0,0,2.43,1.18,0.28,0,3.89,0,0,0,0,0,0,0,0
KNA,AMR,1984,1984,0,0,0,0,2.78,0.96,0.23,0,3.97,0,0,0,0,0,0,0,0
KNA,AMR,1985,1985,0,0,0,0,2.24,1.08,0.19,0,3.51,0,0,0,0,0,0,0,0
KNA,AMR,1986,1986,0,0,0,0,2.27,1.25,0.46,0,3.98,0,0,0,0,0,0,0,0
KNA,AMR,1987,1987,0,0,0,0,0.77,1.98,0.43,0,3.17,0,0,0,0,0,0,0,0
KNA,AMR,1988,1988,0,0,0,0,1.74,2.19,0.32,0,4.26,0,0,0,0,0,0,0,0
KNA,AMR,1989,1989,0,0,0,0,1.76,2.27,0.62,0,4.65,0,0,0,0,0,0,0,0
KNA,AMR,1990,1990,0,0,0,0,1.81,2.58,0.61,0,5.03,0,0,0,0,0,0,0,0
KNA,AMR,1991,1991,0,0,0,0,1.32,2.37,0.43,0,4.16,0,0,0,0,0,0,0,0
KNA,AMR,1992,1992,0,0,0,0,1.31,2.26,0.43,0,4.03,0,0,0,0,0,0,0,0
KNA,AMR,1993,1993,0,0,0,0,1.57,2.46,0.55,0,4.62,0,0,0,0,0,0,0,0
KNA,AMR,1994,1994,0,0,0,0,1.72,2.17,0.41,0,4.37,0,0,0,0,0,0,0,0
KNA,AMR,1995,1995,0,0,0,0,2.73,2.73,0.77,0,6.23,0,0,0,0,0,0,0,0
KNA,AMR,1996,1996,0,0,0,0,2.81,2.33,0.57,0,5.86,0,0,0,0,0,0,0,0
KNA,AMR,1997,1997,0,0,0,0,2.39,2.51,0.6,0,5.61,0,0,0,0,0,0,0,0
KNA,AMR,1998,1998,0,0,0,0,2.47,3,0.68,0,6.25,0,0,0,0,0,0,0,0
KNA,AMR,1999,1999,0,0,0,0,3.07,2.86,0.59,0,6.55,0,0,0,0,0,0,0,0
KNA,AMR,2000,2000,0,0,0,0,8.26,7.24,1.3,0,16.82,0,0,0,0,0,0,0,0
KNA,AMR,2001,2001,0,0,0,0,9.2,7.08,0.78,0,17.1,0,0,0,0,0,0,0,0
KNA,AMR,2002,2002,0,0,0,0,9.76,6.18,0.62,0,16.58,0,0,0,0,0,0,0,0
KNA,AMR,2003,2003,0,0,0,0,10.3,6.3,0.46,0,17.08,0,0,0,0,0,0,0,0
KNA,AMR,2004,2004,0,0,0,0,10.46,6.78,0.64,0,18.28,0,0,0,0,0,0,0,0
KNA,AMR,2005,2005,0,0,0,0,11.46,7.7,0.46,0,20.049999999999997,0,0,0,0,0,0,0,0
KNA,AMR,2006,2006,0,0,0,0,12.48,7.92,0.7,0,21.59,0,0,0,0,0,0,0,0
KNA,AMR,2007,2007,0,0,0,0,10.92,7.74,1.08,0,20.270000000000003,0,0,0,0,0,0,0,0
KNA,AMR,2008,2008,0,0,0,0,10.32,7.62,1.7,0,20.14,0,0,0,0,0,0,0,0
KNA,AMR,2009,2009,0,0,0,0,9.58,7.52,1.8,0,19.36,0,0,0,0,0,0,0,0
KNA,AMR,2010,2010,0,0,0,0,7.68,7.58,1.1,0,16.76,0,0,0,0,0,0,0,0
KNA,AMR,2011,2011,0,0,0,0,7.98,7.56,0.62,0,16.549999999999997,0,0,0,0,0,0,0,0
KNA,AMR,2012,2012,0,0,0,0,8.08,7.82,0.7,0,16.93,0,16.9,2.36,10.73,0,0,0,0
KNA,AMR,2013,2013,0,0,0,0,8.04,7.92,0.75,0,17.049999999999997,0,0,0,0,0,0,0,0
KNA,AMR,2014,2014,0,0,0,0,8.059999999999999,8.02,0.78,0,17.259999999999998,0,0,0,0,0,0,0,0
KNA,AMR,2015,2015,0,0,0,0,3.88,4.15,0.58,0,8.8,0,0,0,0,0,0,0,0
KOR,WPR,1961,1961,0,0,0,0,0.41,0.04,0,0,5.99,0,0,0,0,0,0,0,Soju
KOR,WPR,1962,1962,0,0,0,0,0.41,0.02,0,0,7.04,0,0,0,0,0,0,0,Soju
KOR,WPR,1963,1963,0,0,0,0,0.34,0.04,0,0,5.94,0,0,0,0,0,0,0,Soju
KOR,WPR,1964,1964,0,0,0,0,0.33,0.07,0,0,5.21,0,0,0,0,0,0,0,Soju
KOR,WPR,1965,1965,0,0,0,0,0.5,0.12,0,0,6.03,0,0,0,0,0,0,0,Soju
KOR,WPR,1966,1966,0,0,0,0,0.6,0.11,0,0,7.63,0,0,0,0,0,0,0,Soju
KOR,WPR,1967,1967,0,0,0,0,0.88,0.15,0,0,8.89,0,0,0,0,0,0,0,Soju
KOR,WPR,1968,1968,0,0,0,0,0.81,0.12,0,0,8.44,0,0,0,0,0,0,0,Soju
KOR,WPR,1969,1969,0,0,0,0,0.84,0.15,0,0,9.37,0,0,0,0,0,0,0,Soju
KOR,WPR,1970,1970,0,0,0,0,0.91,0.22,0,0,11.25,0,0,0,0,0,0,0,Soju
KOR,WPR,1971,1971,0,0,0,0,1.01,0.27,0,0,14.43,0,0,0,0,0,0,0,Soju
KOR,WPR,1972,1972,0,0,0,0,0.99,0.21,0,0,15.17,0,0,0,0,0,0,0,Soju
KOR,WPR,1973,1973,0,0,0,0,1.14,0.28,0,0,16.83,0,0,0,0,0,0,0,Soju
KOR,WPR,1974,1974,0,0,0,0,1.31,0.34,0,0,16.58,0,0,0,0,0,0,0,Soju
KOR,WPR,1975,1975,0,0,0,0,1.68,0.36,0,0,15.17,0,0,0,0,0,0,0,Soju
KOR,WPR,1976,1976,0,0,0,0,1.74,0.38,0,0,16.01,0,0,0,0,0,0,0,Soju
KOR,WPR,1977,1977,0,0,0,0,1.84,0.47,0,0,16.73,0,0,0,0,0,0,0,Soju
KOR,WPR,1978,1978,0,0,0,0,1.75,0.84,0,0,14.3,0,0,0,0,0,0,0,Soju
KOR,WPR,1979,1979,0,0,0,0,1.66,1.18,0,0,14.4,0,0,0,0,0,0,0,Soju
KOR,WPR,1980,1980,0,0,0,0,1.67,1.04,0,0,14.77,0,0,0,0,0,0,0,Soju
KOR,WPR,1981,1981,0,0,0,0,1.83,1.04,0,0,14.22,0,0,0,0,0,0,0,Soju
KOR,WPR,1982,1982,0,0,0,0,1.93,1.06,0,0,13.7,0,0,0,0,0,0,0,Soju
KOR,WPR,1983,1983,0,0,0,0,1.97,1.17,0,0,10.71,0,0,0,0,0,0,0,Soju
KOR,WPR,1984,1984,0,0,0,0,2.09,1.22,0,0,10.67,0,0,0,0,0,0,0,Soju
KOR,WPR,1985,1985,0,0,0,0,1.94,1.24,0,0,10.18,0,0,0,0,0,0,0,Soju
KOR,WPR,1986,1986,0,0,0,0,1.96,1.23,0,0,10.25,0,0,0,0,0,0,0,Soju
KOR,WPR,1987,1987,0,0,0,0,2.02,1.32,0,0,10.18,0,0,0,0,0,0,0,Soju
KOR,WPR,1988,1988,0,0,0,0,2.26,1.51,0.01,0,10.13,0,0,0,0,0,0,0,Soju
KOR,WPR,1989,1989,0,0,0,0,2.18,1.74,0.01,0,9.61,0,0,0,0,0,0,0,Soju
KOR,WPR,1990,1990,0,0,0,0,2.59,2.02,0.01,0,8.36,0,0,0,0,0,0,0,Soju
KOR,WPR,1991,1991,0,0,0,0,2.47,2.41,0,0,8.24,0,0,0,0,0,0,0,Soju
KOR,WPR,1992,1992,0,0,0,0,2.52,2.33,0.01,0,8.12,0,0,0,0,0,0,0,Soju
KOR,WPR,1993,1993,0,0,0,0,2.61,2.23,0.01,0,7.82,0,0,0,0,0,0,0,Soju
KOR,WPR,1994,1994,0,0,0,0,2.7,2.47,0.01,0,8.14,0,0,0,0,0,0,0,Soju
KOR,WPR,1995,1995,0,0,0,0,2.67,2.48,0.02,0,7.94,0,0,0,0,0,0,0,Soju
KOR,WPR,1996,1996,0,0,0,0,2.58,2.38,0.02,0,7.74,0,0,0,0,0,0,0,Soju
KOR,WPR,1997,1997,0,0,0,0,2.64,2.3,0.03,0,7.83,0,0,0,0,0,0,0,Soju
KOR,WPR,1998,1998,0,0,0,0,2.62,1.89,0.01,0,7.36,0,0,0,0,0,0,0,Soju
KOR,WPR,1999,1999,0,0,0,0,2.73,1.98,0.02,0,7.78,0,0,0,0,0,0,0,Soju
KOR,WPR,2000,2000,0,0,0,0,0.92,4.46,0.06,0,20.66,0,0,0,0,0,0,0,Soju
KOR,WPR,2001,2001,0,0,0,0,0.94,4.74,0.08,0,22.9,0,0,0,0,0,0,0,Soju
KOR,WPR,2002,2002,0,0,0,0,1.04,4.82,0.08,0,19.1,0,0,0,0,0,0,0,Soju
KOR,WPR,2003,2003,0,0,0,0,0.94,4.64,0.08,0,19.32,0,0,0,0,0,0,0,Soju
KOR,WPR,2004,2004,0,0,0,0,0.64,4,0.3,0,18.36,0,0,0,0,0,0,0,Soju
KOR,WPR,2005,2005,0,0,0,0,0.68,3.78,0.24,0,18.06,0,0,0,0,0,0,0,Soju
KOR,WPR,2006,2006,0,0,0,0,0.66,4.44,0.28,0,17.66,0,0,0,0,0,0,0,Soju
KOR,WPR,2007,2007,0,0,0,0,0.74,4.68,0.38,0,18.1,0,0,0,0,0,0,0,Soju
KOR,WPR,2008,2008,0,0,0,0,0.66,4.86,0.36,0,18.62,0,0,0,0,0,0,0,Soju
KOR,WPR,2009,2009,0,0,0,0,0.54,4.74,0.28,0,17.94,0,0,0,0,0,0,0,Soju
KOR,WPR,2010,2010,0,0,0,0,0.8,3.7699999999999996,0.28,0,18.130000000000003,0,0,0,0,0,0,0,Soju
KOR,WPR,2011,2011,0,0,0,0,0.758,3.87,0.263,0,18.201,0,0,0,0,0,0,0,Soju
KOR,WPR,2012,2012,0,0,0,0,0.75,4,0.26,0,18.54,0,0,0,0,0,0,0,Soju
KOR,WPR,2013,2013,0,0,0,0,0.77,4.17,0.3,0,18.1,0,0,0,0,0,0,0,Soju
KOR,WPR,2014,2014,0,0,0,0,0.39,2.01,0.15,0,8.95,0,0,0,0,0,0,0,Soju
KOR,WPR,2015,2015,0,0,0,0,0.64,2.01,0.17,0,9.06,0,0,0,0,0,0,0,Soju
KWT,EMR,1961,1961,0,0,0,0,0.02,0,0,0,0.02,0,0,0,0,0,0,0,0
KWT,EMR,1962,1962,0,0,0,0,0.02,0,0,0,0.02,0,0,0,0,0,0,0,0
KWT,EMR,1963,1963,0,0,0,0,0.02,0,0,0,0.02,0,0,0,0,0,0,0,0
KWT,EMR,1964,1964,0,0,0,0,0.02,0,0,0,0.02,0,0,0,0,0,0,0,0
KWT,EMR,1965,1965,0,0,0,0,0.06,0,0,0,0.06,0,0,0,0,0,0,0,0
KWT,EMR,1966,1966,0,0,0,0,0.09,0,0,0,0.09,0,0,0,0,0,0,0,0
KWT,EMR,1967,1967,0,0,0,0,0.09,0,0,0,0.09,0,0,0,0,0,0,0,0
KWT,EMR,1968,1968,0,0,0,0,0.09,0,0,0,0.09,0,0,0,0,0,0,0,0
KWT,EMR,1969,1969,0,0,0,0,0.12,0,0,0,0.12,0,0,0,0,0,0,0,0
KWT,EMR,1970,1970,0,0,0,0,0.11,0,0,0,0.11,0,0,0,0,0,0,0,0
KWT,EMR,1971,1971,0,0,0,0,0.11,0,0,0,0.12,0,0,0,0,0,0,0,0
KWT,EMR,1972,1972,0,0,0,0,0.09,0,0,0,0.1,0,0,0,0,0,0,0,0
KWT,EMR,1973,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KWT,EMR,1974,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KWT,EMR,1975,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KWT,EMR,1976,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KWT,EMR,1977,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KWT,EMR,1978,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KWT,EMR,1979,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KWT,EMR,1980,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KWT,EMR,1981,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KWT,EMR,1982,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KWT,EMR,1983,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KWT,EMR,1984,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KWT,EMR,1985,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KWT,EMR,1986,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KWT,EMR,1987,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KWT,EMR,1988,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KWT,EMR,1989,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KWT,EMR,1990,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KWT,EMR,1991,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KWT,EMR,1992,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KWT,EMR,1993,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KWT,EMR,1994,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KWT,EMR,1995,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KWT,EMR,1996,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KWT,EMR,1997,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KWT,EMR,1998,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KWT,EMR,1999,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KWT,EMR,2000,2000,0,0,0,0,0.02,0,0,0,0.02,0,0,0,0,0,0,0,0
KWT,EMR,2001,2001,0,0,0,0,0.02,0,0,0,0.02,0,0,0,0,0,0,0,0
KWT,EMR,2002,2002,0,0,0,0,0.02,0,0,0,0.02,0,0,0,0,0,0,0,0
KWT,EMR,2003,2003,0,0,0,0,0.02,0.04,0,0,0.06,0,0,0,0,0,0,0,0
KWT,EMR,2004,2004,0,0,0,0,0.02,0,0.02,0,0.04,0,0,0,0,0,0,0,0
KWT,EMR,2005,2005,0,0,0,0,0.02,0,0,0,0.02,0,0,0,0,0,0,0,0
KWT,EMR,2006,2006,0,0,0,0,0.02,0,0,0,0.02,0,0,0,0,0,0,0,0
KWT,EMR,2007,2007,0,0,0,0,0.02,0.03,0,0,0.06,0,0,0,0,0,0,0,0
KWT,EMR,2008,2008,0,0,0,0,0.02,0.04,0,0,0.06,0,0,0,0,0,0,0,0
KWT,EMR,2009,2009,0,0,0,0,0.02,0.18,0,0,0.2,0,0,0,0,0,0,0,0
KWT,EMR,2010,2010,0,0,0,0,0.02,0,0,0,0.02,0,0,0,0,0,0,0,0
KWT,EMR,2011,2011,0,0,0,0,0.02,0.02,0,0,0.04,0,0,0,0,0,0,0,0
KWT,EMR,2012,2012,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0
KWT,EMR,2013,2013,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0
KWT,EMR,2014,2014,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0
KWT,EMR,2015,2015,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0
LAO,WPR,1961,1961,0,0,0,0,2.93,0.08,0.02,0,3.03,0,0,0,0,0,0,0,0
LAO,WPR,1962,1962,0,0,0,0,2.71,0.09,0.03,0,2.82,0,0,0,0,0,0,0,0
LAO,WPR,1963,1963,0,0,0,0,2.83,0.05,0.02,0,2.9,0,0,0,0,0,0,0,0
LAO,WPR,1964,1964,0,0,0,0,2.94,0.04,0.01,0,2.99,0,0,0,0,0,0,0,0
LAO,WPR,1965,1965,0,0,0,0,3.24,0.05,0.01,0,3.3,0,0,0,0,0,0,0,0
LAO,WPR,1966,1966,0,0,0,0,3.49,0.04,0.01,0,3.54,0,0,0,0,0,0,0,0
LAO,WPR,1967,1967,0,0,0,0,3.95,0.04,0.01,0,4,0,0,0,0,0,0,0,0
LAO,WPR,1968,1968,0,0,0,0,3.89,0.06,0.01,0,3.96,0,0,0,0,0,0,0,0
LAO,WPR,1969,1969,0,0,0,0,3.78,0.11,0.02,0,3.91,0,0,0,0,0,0,0,0
LAO,WPR,1970,1970,0,0,0,0,3.99,0.13,0.02,0,4.14,0,0,0,0,0,0,0,0
LAO,WPR,1971,1971,0,0,0,0,3.86,0.03,0.02,0,3.91,0,0,0,0,0,0,0,0
LAO,WPR,1972,1972,0,0,0,0,3.92,0.05,0.01,0,3.98,0,0,0,0,0,0,0,0
LAO,WPR,1973,1973,0,0,0,0,4.13,0.04,0.02,0,4.18,0,0,0,0,0,0,0,0
LAO,WPR,1974,1974,0,0,0,0,4.41,0,0.02,0,4.43,0,0,0,0,0,0,0,0
LAO,WPR,1975,1975,0,0,0,0,4.18,0,0.01,0,4.19,0,0,0,0,0,0,0,0
LAO,WPR,1976,1976,0,0,0,0,4.17,0,0,0,4.17,0,0,0,0,0,0,0,0
LAO,WPR,1977,1977,0,0,0,0,3.85,0,0,0,3.85,0,0,0,0,0,0,0,0
LAO,WPR,1978,1978,0,0,0,0,3.54,0,0,0,3.54,0,0,0,0,0,0,0,0
LAO,WPR,1979,1979,0,0,0,0,3.5,0,0,0,3.5,0,0,0,0,0,0,0,0
LAO,WPR,1980,1980,0,0,0,0,4.2,0,0,0,4.2,0,0,0,0,0,0,0,0
LAO,WPR,1981,1981,0,0,0,0,4.56,0,0,0,4.56,0,0,0,0,0,0,0,0
LAO,WPR,1982,1982,0,0,0,0,4.62,0,0,0,4.62,0,0,0,0,0,0,0,0
LAO,WPR,1983,1983,0,0,0,0,4.65,0,0,0,4.65,0,0,0,0,0,0,0,0
LAO,WPR,1984,1984,0,0,0,0,4.67,0,0,0,4.67,0,0,0,0,0,0,0,0
LAO,WPR,1985,1985,0,0,0,0,4.81,0,0,0,4.81,0,0,0,0,0,0,0,0
LAO,WPR,1986,1986,0,0,0,0,4.93,0,0,0,4.93,0,0,0,0,0,0,0,0
LAO,WPR,1987,1987,0,0,0,0,4.58,0.01,0,0,4.6,0,0,0,0,0,0,0,0
LAO,WPR,1988,1988,0,0,0,0,4.71,0.01,0,0,4.71,0,0,0,0,0,0,0,0
LAO,WPR,1989,1989,0,0,0,0,3.49,1.33,1.13,0,7.51,0,0,0,0,0,0,0,0
LAO,WPR,1990,1990,0,0,0,0,4.72,0.12,0,0,4.84,0,0,0,0,0,0,0,0
LAO,WPR,1991,1991,0,0,0,0,4.58,0.21,0,0,4.79,0,0,0,0,0,0,0,0
LAO,WPR,1992,1992,0,0,0,0,4.56,0.21,0,0,4.77,0,0,0,0,0,0,0,0
LAO,WPR,1993,1993,0,0,0,0,4.55,0.26,0,0,4.81,0,0,0,0,0,0,0,0
LAO,WPR,1994,1994,0,0,0,0,4.71,0.28,0,0,5,0,0,0,0,0,0,0,0
LAO,WPR,1995,1995,0,0,0,0,4.6,0.37,0,0,4.98,0,0,0,0,0,0,0,0
LAO,WPR,1996,1996,0,0,0,0,4.61,0.47,0.01,0,5.08,0,0,0,0,0,0,0,0
LAO,WPR,1997,1997,0,0,0,0,4.49,0.67,0.01,0,5.17,0,0,0,0,0,0,0,0
LAO,WPR,1998,1998,0,0,0,0,4.43,0.76,0.01,0,5.2,0,0,0,0,0,0,0,0
LAO,WPR,1999,1999,0,0,0,0,4.56,0.74,0.01,0,5.32,0,0,0,0,0,0,0,0
LAO,WPR,2000,2000,0,0,0,0,8.620000000000001,1.69,0.04,0,10.350000000000001,0,0,0,0,0,0,0,0
LAO,WPR,2001,2001,0,0,0,0,4.37,1.87,0.02,0,6.27,0,0,0,0,0,0,0,0
LAO,WPR,2002,2002,0,0,0,0,4.65,2.0300000000000002,0,0,6.68,0,0,0,0,0,0,0,0
LAO,WPR,2003,2003,0,0,0,0,4.609999999999999,2.2300000000000004,0,0,6.84,0,0,0,0,0,0,0,0
LAO,WPR,2004,2004,0,0,0,0,4.63,2.45,0,0,7.09,0,0,0,0,0,0,0,0
LAO,WPR,2005,2005,0,0,0,0,4.5600000000000005,2.82,0,0,7.390000000000001,0,0,0,0,0,0,0,0
LAO,WPR,2006,2006,0,0,0,0,4.43,3,0,0,7.42,0,0,0,0,0,0,0,0
LAO,WPR,2007,2007,0,0,0,0,6.57,3.51,0,0,10.07,0,0,0,0,0,0,0,0
LAO,WPR,2008,2008,0,0,0,0,6.220000000000001,4.08,0,0,10.3,0,0,0,0,0,0,0,0
LAO,WPR,2009,2009,0,0,0,0,6.13,4.35,0,0,10.48,0,0,0,0,0,0,0,0
LAO,WPR,2010,2010,0,0,0,0,7.21,4.84,0,0,12.04,0,0,0,0,0,0,0,0
LAO,WPR,2011,2011,0,0,0,0,6.5,5.18,0,0,11.68,0,0,0,0,0,0,0,0
LAO,WPR,2012,2012,0,0,0,0,3.48,2.83,0,0,6.31,0,0.47,0.67,27.5,0,0,0,0
LAO,WPR,2013,2013,0,0,0,0,3.39,3.02,0,0,6.41,0,0,0,0,0,0,0,0
LAO,WPR,2014,2014,0,0,0,0,3.39,3.23,0,0,6.63,0,0,0,0,0,0,0,0
LAO,WPR,2015,2015,0,0,0,0,3.39,3.41,0,0,6.81,0,0,0,0,0,0,0,0
LBN,EMR,1961,1961,0,0,0,0,3.22,0.31,0.48,0,4.03,0,0,0,0,0,0,0,Whisky
LBN,EMR,1962,1962,0,0,0,0,2.71,0.31,0.48,0,3.52,0,0,0,0,0,0,0,Whisky
LBN,EMR,1963,1963,0,0,0,0,2.57,0.3,0.47,0,3.34,0,0,0,0,0,0,0,Whisky
