SpatialDim,ParentLocationCode,TimeDim,TimeDimensionValue,SPIRITS_PERCENT,BEER_PERCENT,WINE_PERCENT,OTHER_ALCOHOL_PERCENT,SPIRITS_PER_CAPITA,BEER_PER_CAPITA,WINE_PER_CAPITA,OTHER_ALCOHOL_PER_CAPITA,ALL_ALCOHOLS_PER_CAPITA,PercentHouseholdExp,SPIRITS_PRICE,BEER_PRICE,WINE_PRICE,FEMALE_L_PER_CAPITA,MALE_L_PER_CAPITA,BOTH_SEX_L_PER_CAPITA,Most_Popular_Type_of_Spirit
AUS,WPR,1988,1988,0,0,0,0,1.7,7.62,3.06,0,12.39,0,0,0,0,0,0,0,Whisky
AUS,WPR,1989,1989,0,0,0,0,1.68,7.49,2.92,0,12.09,0,0,0,0,0,0,0,Whisky
AUS,WPR,1990,1990,0,0,0,0,1.18,7.08,2.75,0,11.01,0,0,0,0,0,0,0,Whisky
AUS,WPR,1991,1991,0,0,0,0,1.12,6.65,2.87,0,10.64,4.1,0,0,0,0,0,0,Whisky
AUS,WPR,1992,1992,0,0,0,0,1.17,6.35,2.8,0,10.32,0,0,0,0,0,0,0,Whisky
AUS,WPR,1993,1993,0,0,0,0,1.48,5.48,2.67,0,9.63,2.9,0,0,0,0,0,0,Whisky
AUS,WPR,1994,1994,0,0,0,0,1.73,5.46,2.7,0,9.89,2.9,0,0,0,0,0,0,Whisky
AUS,WPR,1995,1995,0,0,0,0,1.63,5.39,2.66,0,9.69,0,0,0,0,0,0,0,Whisky
AUS,WPR,1996,1996,0,0,0,0,1.7,5.32,2.74,0,9.77,0,0,0,0,0,0,0,Whisky
AUS,WPR,1997,1997,0,0,0,0,1.81,5.24,2.86,0,9.91,0,0,0,0,0,0,0,Whisky
AUS,WPR,1998,1998,0,0,0,0,1.77,5.15,2.87,0,9.79,0,0,0,0,0,0,0,Whisky
AUS,WPR,1999,1999,0,0,0,0,1.88,5.06,2.94,0,9.88,2.9,0,0,0,0,0,0,Whisky
AUS,WPR,2000,2000,0,0,0,0,4.14,10.14,5.9,0,20.34,0,0,0,0,0,0,0,Whisky
AUS,WPR,2001,2001,0,0,0,0,3.62,8.16,5.82,0,19.06,0,0,0,0,0,0,0,Whisky
AUS,WPR,2002,2002,0,0,0,0,3.72,9.94,6.02,0,19.68,0,0,0,0,0,0,0,Whisky
AUS,WPR,2003,2003,0,0,0,0,4.02,9.92,6,0,19.94,0,0,0,0,0,0,0,Whisky
AUS,WPR,2004,2004,0,0,0,0,2.4,9.14,6.26,0,19.68,2.6,0,0,0,0,0,0,Whisky
AUS,WPR,2005,2005,0,0,0,0,2.42,9.24,7.06,0,20.6,0,0,0,0,0,0,0,Whisky
AUS,WPR,2006,2006,0,0,0,0,2.32,9.26,7.06,0,20.62,0,0,0,0,0,0,0,Whisky
AUS,WPR,2007,2007,0,0,0,0,2.3,9.26,7.4,0,21.12,0,0,0,0,0,0,0,Whisky
AUS,WPR,2008,2008,0,0,0,0,2.38,9.38,7.42,0,21.52,0,0,0,0,0,0,0,Whisky
AUS,WPR,2009,2009,0,0,0,0,2.64,9.36,7.56,0,21.24,0,0,0,0,0,0,0,Whisky
AUS,WPR,2010,2010,0,0,0,0,2.6,9.02,7.74,0,21.04,2.6,0,0,0,0,0,0,Whisky
AUS,WPR,2011,2011,0,0,0,0,2.68,8.62,7.58,0,20.6,0,0,0,0,0,0,0,Whisky
AUS,WPR,2012,2012,0,0,0,0,2.52,8.28,7.56,0,20.06,0,75.68,3.69,16.37,0,0,0,Whisky
AUS,WPR,2013,2013,0,0,0,0,2.58,8.08,7.4,0,19.74,0,0,0,0,0,0,0,Whisky
AUS,WPR,2014,2014,0,0,0,0,2.46,8.02,7.28,0,19.42,0,0,0,0,0,0,0,Whisky
AUS,WPR,2015,2015,0,0,0,0,1.22,3.76,3.66,0,9.52,2.3,0,0,0,0,0,0,Whisky
AUT,EUR,1960,1960,0,0,0,0,1.4,4.7,2.81,0,8.91,0,0,0,0,0,0,0,Rum
AUT,EUR,1961,1961,0,0,0,0,1.4,4.9,3.01,0,9.31,0,0,0,0,0,0,0,Rum
AUT,EUR,1962,1962,0,0,0,0,1.6,5.2,2.9,0,9.7,0,0,0,0,0,0,0,Rum
AUT,EUR,1963,1963,0,0,0,0,1.3,5.5,3,0,9.8,0,0,0,0,0,0,0,Rum
AUT,EUR,1964,1964,0,0,0,0,1.6,6,3.1,0,10.7,0,0,0,0,0,0,0,Rum
AUT,EUR,1965,1965,0,0,0,0,1.6,6,4,0,11.6,0,0,0,0,0,0,0,Rum
AUT,EUR,1966,1966,0,0,0,0,1.2,6.5,4.7,0,12.4,0,0,0,0,0,0,0,Rum
AUT,EUR,1967,1967,0,0,0,0,1.8,6.5,4.8,0,13.1,0,0,0,0,0,0,0,Rum
AUT,EUR,1968,1968,0,0,0,0,1.4,6.8,5,0,13.2,0,0,0,0,0,0,0,Rum
AUT,EUR,1969,1969,0,0,0,0,1.6,6.4,5,0,13,0,0,0,0,0,0,0,Rum
AUT,EUR,1970,1970,0,0,0,0,1.7,6.5,5.2,0,13.4,0,0,0,0,0,0,0,Rum
AUT,EUR,1971,1971,0,0,0,0,1.6,6.6,5.4,0,13.6,0,0,0,0,0,0,0,Rum
AUT,EUR,1972,1972,0,0,0,0,1.8,7,5.4,0,14.2,0,0,0,0,0,0,0,Rum
AUT,EUR,1973,1973,0,0,0,0,2.1,7,5.5,0,14.6,0,0,0,0,0,0,0,Rum
AUT,EUR,1974,1974,0,0,0,0,2.1,7.1,5.3,0,14.5,0,0,0,0,0,0,0,Rum
AUT,EUR,1975,1975,0,0,0,0,2.2,6.7,5.2,0,14.1,0,0,0,0,0,0,0,Rum
AUT,EUR,1976,1976,0,0,0,0,2.1,6.8,5.4,0,14.3,0,0,0,0,0,0,0,Rum
AUT,EUR,1977,1977,0,0,0,0,2.1,6.8,5.3,0,14.2,0,0,0,0,0,0,0,Rum
AUT,EUR,1978,1978,0,0,0,0,2.2,6.7,5.1,0,14,0,0,0,0,0,0,0,Rum
AUT,EUR,1979,1979,0,0,0,0,1.7,6.5,5.2,0,13.4,0,0,0,0,0,0,0,Rum
AUT,EUR,1980,1980,0,0,0,0,2,6.5,5.1,0,13.6,0,0,0,0,0,0,0,Rum
AUT,EUR,1981,1981,0,0,0,0,2,6.5,5,0,13.5,0,0,0,0,0,0,0,Rum
AUT,EUR,1982,1982,0,0,0,0,1.9,6.6,5,0,13.5,0,0,0,0,0,0,0,Rum
AUT,EUR,1983,1983,0,0,0,0,1.9,6.8,5.3,0,14,0,0,0,0,0,0,0,Rum
AUT,EUR,1984,1984,0,0,0,0,1.9,6.9,5.1,0,13.9,0,0,0,0,0,0,0,Rum
AUT,EUR,1985,1985,0,0,0,0,1.8,6.7,4.8,0,13.3,0,0,0,0,0,0,0,Rum
AUT,EUR,1986,1986,0,0,0,0,1.8,7.2,4.6,0,13.6,0,0,0,0,0,0,0,Rum
AUT,EUR,1987,1987,0,0,0,0,1.9,6.9,4.7,0,13.5,0,0,0,0,0,0,0,Rum
AUT,EUR,1988,1988,0,0,0,0,1.9,7,4.8,0,13.7,0,0,0,0,0,0,0,Rum
AUT,EUR,1989,1989,0,0,0,0,1.9,7.1,4.9,0,13.9,0,0,0,0,0,0,0,Rum
AUT,EUR,1990,1990,0,0,0,0,1.8,7.3,4.8,0,13.9,0,0,0,0,0,0,0,Rum
AUT,EUR,1991,1991,0,0,0,0,2.1,7.3,4.7,0,14.1,0,0,0,0,0,0,0,Rum
AUT,EUR,1992,1992,0,0,0,0,1.5,7.5,4.6,0,13.6,0,0,0,0,0,0,0,Rum
AUT,EUR,1993,1993,0,0,0,0,1.8,7.2,4.5,0,13.5,0,0,0,0,0,0,0,Rum
AUT,EUR,1994,1994,0,0,0,0,1.3,6.9,4.3,0,12.5,0,0,0,0,0,0,0,Rum
AUT,EUR,1995,1995,0,0,0,0,2,6.9,4.5,0,13.4,1.7,0,0,0,0,0,0,Rum
AUT,EUR,1996,1996,0,0,0,0,2.3,6.8,4.4,0,13.5,1.6,0,0,0,0,0,0,Rum
AUT,EUR,1997,1997,0,0,0,0,2,6.7,4.2,0,12.9,1.6,0,0,0,0,0,0,Rum
AUT,EUR,1998,1998,0,0,0,0,1.8,6.8,4.3,0,12.9,1.5,0,0,0,0,0,0,Rum
AUT,EUR,1999,1999,0,0,0,0,1.8,6.8,4.2,0,12.8,1.5,0,0,0,0,0,0,Rum
AUT,EUR,2000,2000,0,0,0,0,4.2,13.6,8.6,0,26.4,1.4,0,0,0,0,0,0,Rum
AUT,EUR,2001,2001,0,0,0,0,3,13.2,8.6,0,24.8,1.4,0,0,0,0,0,0,Rum
AUT,EUR,2002,2002,0,0,0,0,3.4,12.8,8.8,0,25,1.4,0,0,0,0,0,0,Rum
AUT,EUR,2003,2003,0,0,0,0,3.4,12.8,8.2,0,24.4,1.4,0,0,0,0,0,0,Rum
AUT,EUR,2004,2004,0,0,0,0,3.2,13.4,7.6,0,24.2,1.4,0,0,0,0,0,0,Rum
AUT,EUR,2005,2005,0,0,0,0,3.2,12.14,8.2,0,24.8,1.4,0,0,0,0,0,0,Rum
AUT,EUR,2006,2006,0,0,0,0,3,13.4,8.4,0,24.8,1.3,0,0,0,0,0,0,Rum
AUT,EUR,2007,2007,0,0,0,0,3.4,12.8,8.8,0,25,1.3,0,0,0,0,0,0,Rum
AUT,EUR,2008,2008,0,0,0,0,3.4,12.8,7.8,0,24,1.4,0,0,0,0,0,0,Rum
AUT,EUR,2009,2009,0,0,0,0,3.4,12.4,6.8,0,22.6,1.4,0,0,0,0,0,0,Rum
